filename,num_tokens,num_words,num_numbers,num_other,dominant
cell_r17_c15_blob_1_word_3.png,1,1,0,0,words
cell_r17_c15_blob_1_word_4.png,1,1,0,0,words
cell_r17_c15_blob_1_word_5.png,0,0,0,0,none
cell_r17_c16_blob_1_word_1.png,0,0,0,0,none
cell_r17_c17_blob_1_word_1.png,1,1,0,0,words
cell_r17_c17_blob_1_word_2.png,0,0,0,0,none
cell_r17_c17_blob_1_word_3.png,0,0,0,0,none
cell_r17_c17_blob_1_word_4.png,0,0,0,0,none
cell_r17_c18_blob_1_word_1.png,0,0,0,0,none
cell_r17_c18_blob_1_word_2.png,0,0,0,0,none
cell_r17_c18_blob_1_word_3.png,0,0,0,0,none
cell_r17_c18_blob_1_word_4.png,1,1,0,0,words
cell_r17_c1_blob_1_word_1.png,0,0,0,0,none
cell_r17_c1_blob_1_word_2.png,1,0,0,1,other
cell_r17_c1_blob_1_word_3.png,0,0,0,0,none
cell_r17_c1_blob_1_word_4.png,0,0,0,0,none
cell_r17_c4_blob_1_word_1.png,0,0,0,0,none
cell_r17_c5_blob_1_word_1.png,0,0,0,0,none
cell_r17_c6_blob_1_word_1.png,1,1,0,0,words
cell_r17_c6_blob_1_word_2.png,1,0,0,1,other
cell_r17_c6_blob_1_word_3.png,0,0,0,0,none
cell_r17_c6_blob_1_word_4.png,0,0,0,0,none
cell_r17_c7_blob_1_word_1.png,1,1,0,0,words
cell_r17_c8_blob_1_word_1.png,0,0,0,0,none
cell_r17_c9_blob_1_word_1.png,1,0,0,1,other
cell_r18_c11_blob_1_word_1.png,0,0,0,0,none
cell_r18_c11_blob_1_word_2.png,0,0,0,0,none
cell_r18_c12_blob_1_word_1.png,0,0,0,0,none
cell_r18_c15_blob_1_word_1.png,1,1,0,0,words
cell_r18_c15_blob_1_word_2.png,0,0,0,0,none
